Year,Month,week,Total Investment,TV,Digital,Sponsorship,Content Marketing,Online marketing, Affiliates,SEM,Radio,Other
2015,7,27,275.18992649999996,3.473067806451613,40.85505980645161,119.58499570967743,0.01504674193548387,21.40770314516129,8.82667514516129,81.0273781451613,0.0,0.0
2015,7,28,385.26589709999996,4.862294929032258,57.197083729032244,167.4189939935484,0.021065438709677416,29.970784403225803,12.357345203225806,113.43832940322582,0.0,0.0
2015,7,29,385.26589709999996,4.862294929032258,57.197083729032244,167.4189939935484,0.021065438709677416,29.970784403225803,12.357345203225806,113.43832940322582,0.0,0.0
2015,7,30,385.26589709999996,4.862294929032258,57.197083729032244,167.4189939935484,0.021065438709677416,29.970784403225803,12.357345203225806,113.43832940322582,0.0,0.0
2015,7,31,275.18992649999996,3.473067806451613,40.85505980645161,119.58499570967743,0.01504674193548387,21.40770314516129,8.82667514516129,81.0273781451613,0.0,0.0
2015,8,31,32.67294250967742,0.041535954838709685,8.245636670967741,6.86020489032258,4.0806451612903224e-05,0.8338339612903225,0.4753805161290322,16.216309703225807,0.0,0.0
2015,8,32,114.35529878387098,0.14537584193548392,28.859728348387094,24.010717116129026,0.0001428225806451613,2.9184188645161284,1.6638318064516129,56.75708396129032,0.0,0.0
2015,8,33,114.35529878387098,0.14537584193548392,28.859728348387094,24.010717116129026,0.0001428225806451613,2.9184188645161284,1.6638318064516129,56.75708396129032,0.0,0.0
2015,8,34,114.35529878387098,0.14537584193548392,28.859728348387094,24.010717116129026,0.0001428225806451613,2.9184188645161284,1.6638318064516129,56.75708396129032,0.0,0.0
2015,8,35,114.35529878387098,0.14537584193548392,28.859728348387094,24.010717116129026,0.0001428225806451613,2.9184188645161284,1.6638318064516129,56.75708396129032,0.0,0.0
2015,8,36,16.33647125483871,0.020767977419354842,4.1228183354838706,3.43010244516129,2.0403225806451612e-05,0.41691698064516125,0.2376902580645161,8.108154851612904,0.0,0.0
2015,9,36,1925.0875972999997,77.59007233999999,27.130551960000002,1255.7530262799999,12.205841640000003,327.59979986,100.76532431999999,124.0429809,0.0,0.0
2015,9,37,2245.935530183333,90.52175106333333,31.65231062,1465.0451973266665,14.240148580000003,382.19976650333336,117.55954503999999,144.71681105,0.0,0.0
2015,9,38,2245.935530183333,90.52175106333333,31.65231062,1465.0451973266665,14.240148580000003,382.19976650333336,117.55954503999999,144.71681105,0.0,0.0
2015,9,39,2245.935530183333,90.52175106333333,31.65231062,1465.0451973266665,14.240148580000003,382.19976650333336,117.55954503999999,144.71681105,0.0,0.0
2015,9,40,962.54379865,38.79503616999999,13.565275980000003,627.8765131399999,6.102920820000001,163.79989992999998,50.382662159999995,62.02149045,0.0,0.0
2015,10,40,2195.5651273290323,79.28659477419355,162.8707066580645,1092.548793883871,44.439674283870964,314.4745514451613,89.98336913548387,411.96143714838706,0.0,0.0
2015,10,41,3842.238972825806,138.7515408548387,285.02373665161286,1911.9603892967739,77.76942999677418,550.3304650290322,157.47089598709675,720.9325150096774,0.0,0.0
2015,10,42,3842.238972825806,138.7515408548387,285.02373665161286,1911.9603892967739,77.76942999677418,550.3304650290322,157.47089598709675,720.9325150096774,0.0,0.0
2015,10,43,3842.238972825806,138.7515408548387,285.02373665161286,1911.9603892967739,77.76942999677418,550.3304650290322,157.47089598709675,720.9325150096774,0.0,0.0
2015,10,44,3293.347690993548,118.92989216129031,244.30605998709675,1638.8231908258063,66.65951142580644,471.71182716774194,134.9750537032258,617.9421557225807,0.0,0.0
2015,11,44,170.72073472000002,14.0687658,4.251563306666666,47.24038639333333,0.56211063,65.20524783333333,21.98588852,17.406772236666665,0.0,0.0
2015,11,45,1195.0451430400003,98.48136059999999,29.76094314666667,330.6827047533333,3.9347744099999993,456.4367348333333,153.90121964,121.84740565666667,0.0,0.0
2015,11,46,1195.0451430400003,98.48136059999999,29.76094314666667,330.6827047533333,3.9347744099999993,456.4367348333333,153.90121964,121.84740565666667,0.0,0.0
2015,11,47,1195.0451430400003,98.48136059999999,29.76094314666667,330.6827047533333,3.9347744099999993,456.4367348333333,153.90121964,121.84740565666667,0.0,0.0
2015,11,48,1195.0451430400003,98.48136059999999,29.76094314666667,330.6827047533333,3.9347744099999993,456.4367348333333,153.90121964,121.84740565666667,0.0,0.0
2015,11,49,170.72073472000002,14.0687658,4.251563306666666,47.24038639333333,0.56211063,65.20524783333333,21.98588852,17.406772236666665,0.0,0.0
2015,12,49,2066.0382912774194,104.46778498064518,59.29083923225806,1097.5242323225807,20.65755224516129,435.55655924516134,132.13428265161292,216.40704059999993,0.0,0.0
